intersection_code,stop_lat,wheelchair_boarding,zone_id,stop_lon,stop_id,stop_name_short,parent_station,stop_name,reference_place,location_type,stop_place,stop_code
N-W/B,32.5845323365,1,,-117.117559729,60135,Slvr Strnd&7th,,Silver Strand Bl & 7th St,,0,,60135
N-W/B,32.5766786284,1,,-117.1185213,60134,Imperial Bch&Connecticut,,Imperial Beach Bl & Connecticut St,,0,,60134
N-W/B,32.5840118976,1,,-117.120424404,60133,Palm&Rainbow,,Palm Av & Rainbow Dr,,0,,60133
N-W/B,32.5840192393,1,,-117.122106096,60132,Palm&5th,,Palm Av & 5th St,,0,,60132
N-W/B,32.5767180706,1,,-117.124598389,60131,Imperial Bch&4th,,Imperial Beach Bl & 4th St,,0,imp4th,60131
N-W/B,32.576734935,1,,-117.127250622,60130,Imperial Bch&3rd,,Imperial Beach Bl & 3rd St,,0,,60130
N-E/B,32.8895765596,1,,-117.142795086,10132,Miramar&Cabot,,Miramar Rd & Cabot Dr,,0,,10132
F-E/B,32.727237416,1,,-117.217642592,99993,N Harbor&Laning,,N Harbor Dr & Laning Dr,,0,,99993
F-W/B,32.7288288908,1,,-117.212116193,99995,N Harbor&Lee,,N Harbor Dr & Lee Ct,,0,,99995
N-E/B,32.7285709972,2,,-117.211950466,99994,N Harbor&Spanish Landing W,,N Harbor Dr & Spanish Landing W,,0,,99994
N-W/B,32.584067827,1,,-117.112867406,60138,Palm&Emory,,Palm Av & Emory St,,0,,60138
M-Street-W/B,32.6041141978,1,,-117.040974589,30648,E Orange&EOrange Vlge,,E Orange Av & East Orange Village,,0,,30648
N-N/B,32.6188280004,0,,-117.026963062,30665,Medical Ctr&Medical Ctr,,Medical Center Dr & Medical Center Ct,,0,,30665
,32.7568600682,,,-117.01721547,sprtro,sprtro,,Spring Street Station,,1,,
N-S/B,32.7221789347,0,,-117.169289599,13541,Kettner&Cedar,cocS_S,Kettner Bl & Cedar St,,0,cocS,13541
N-E/B,32.8436948101,1,,-117.273633231,13543,Girard&Kline,,Girard Av & Kline St,,0,,13543
F-N/B,32.9860806663,1,,-117.07531606,13451,Carmel Mtn&Conference Way,,Carmel Mountain Rd & Conference Way,,0,,13451
M-Street-N/B,32.6249379865,1,,-117.037764012,30663,Oleander&Jamul,,Oleander Av & Jamul Ct,,0,,30663
F-E/B,32.5837062515,1,,-117.065911912,60094,Palm&Hawaii,,Palm Av & Hawaii Av,,0,,60094
N-E/B,32.7271141506,1,,-117.163149932,12019,Hawthorn&2nd,,Hawthorn St & 2nd Av,,0,,12019
F-S/B,32.7467767362,1,,-117.163932632,12018,1st&Robinson,,1st Av & Robinson Av,,0,,12018
,32.6769014953,0,,-117.17260847,99848,Slvr Strnd&Avda de las Arenas,,Silver Strand Bl & Avenida de las Arenas,,0,strcit,99848
F-S/B,32.737593106,1,,-117.164045514,12015,1st&Redwood,,1st Av & Redwood St,,0,,12015
F-S/B,32.7311399656,1,,-117.163994841,12014,1st&Laurel,,1st Av & Laurel St,,0,,12014
F-S/B,32.7411989065,1,,-117.164079666,12017,1st&Walnut,,1st Av & Walnut Av,,0,,12017
F-S/B,32.7332204082,1,,-117.164019671,12016,1st&Nutmeg,,1st Av & Nutmeg St,,0,,12016
F-N/B,32.6847651398,1,,-117.179322569,60371,Orange&C,,Orange Av & C Av,,0,,60371
F-S/B,32.6982897254,1,,-117.093812314,11737,47th&T,,47th St & T St,,0,,11737
F-S/B,32.7395581201,1,,-117.16406915,12013,1st&Thorn,,1st Av & Thorn St,,0,,12013
F-S/B,32.7176248918,1,,-117.164820328,12012,Front&B,,Front St & B St,,0,frobst,12012
M-Street-N/B,33.208834343,2,,-116.330010877,98004,Yaqui Pass&Deep Dell Tr,,Yaqui Pass & Deep Dell Tr,,0,,98004
M-Street-E/B,33.1387058713,2,,-116.374930541,98005,Yaqui Pass&Tamarisk Grove Campground,,Yaqui Pass & Tamarisk Grove Campground,,0,,98005
N-S/B,32.7103327288,0,,-117.072796021,11768,Pitta&Mrkt,,Pitta St & Market St,,0,,11768
N-S/B,32.6207977408,1,,-117.072000091,11769,3rd&L,,3rd Av & L St,,0,,11769
M-Street-W/B,33.256546412,2,,-116.369805828,98000,Palm Cyn&Opp 818,,Palm Canyon Rd & Opp 818,,0,,98000
M-Street-W/B,33.2567800102,2,,-116.369815961,98001,Palm Cyn&818,,Palm Canyon Rd & 818,,0,,98001
M-Street-W/B,33.2567281453,2,,-116.36055189,98002,Palm Cyn&1010,,Palm Canyon Rd & 1010,,0,,98002
M-Street-W/B,33.2207466808,2,,-116.336675883,98003,Rango&Cts Yard,,Rango Wy & Cts Yard,,0,,98003
M-Street-W/B,32.7231657323,1,,-117.078911562,11763,Bayview Heights&1670,,Bayview Heights Dr & 1670,,0,,11763
N-S/B,32.7361302387,1,,-117.079752196,11760,54th&Krenning,,54th St & Krenning St,,0,,11760
N-S/B,32.7378729603,1,,-117.079726329,11761,54th&Redwood,,54th St & Redwood St,,0,,11761
N-E/B,32.7138579875,0,,-117.073778261,11766,Kelton&Pyramid,,Kelton Rd & Pyramid St,,0,,11766
N-S/B,32.7003139136,1,,-117.073290879,11767,58th&Mira Flores,,58th St & Mira Flores Dr,,0,,11767
N-S/B,32.7255555058,0,,-117.075845045,11764,Bayview Heights&Hudson Bay,,Bayview Heights Dr & Hudson Bay Ter,,0,,11764
N-S/B,32.7120838856,0,,-117.073976252,11765,Pyramid&Kenwood,,Pyramid St & Kenwood St,,0,,11765
M-Street-E/B,32.8823978832,1,,-117.224232074,99200,Voigt&Scripps Memorial Hospital,,Voigt Dr & Scripps Memorial Hospital,,0,scrhos,99200
F-S/B,32.9124212108,1,,-117.135669315,99203,Westonhill&Mra Msa,,Westonhill Dr & Mira Mesa Bl,,0,,99203
F-E/B,32.7424955847,1,,-117.03828489,10708,Brdwy&West,,Broadway & West St,,0,,10708
N-S/B,32.9087880633,1,,-117.135616436,99205,Westonhill&Hebrides,,Westonhill Dr & Hebrides Dr,,0,,99205
N-N/B,32.9124389379,1,,-117.135496793,99204,Westonhill&Mra Msa,,Westonhill Dr & Mira Mesa Bl,,0,,99204
N-S/B,32.9061468916,1,,-117.135596357,99207,Westonhill&Gold Coast,,Westonhill Dr & Gold Coast Dr,,0,,99207
F-N/B,32.9088249351,1,,-117.135457147,99206,Westonhill&Hebrides,,Westonhill Dr & Hebrides Dr,,0,,99206
M-Street-N/B,32.7793361017,1,,-117.039613444,10703,Lake Murray&Kiowa,,Lake Murray Bl & Kiowa Dr,,0,,10703
F-N/B,32.9060490729,1,,-117.135438976,99208,Westonhill&Gold Coast,,Westonhill Dr & Gold Coast Dr,,0,,99208
F-E/B,32.7424446004,1,,-117.042382188,10701,Brdwy&Mass,,Broadway & Massachusetts Av,,0,,10701
F-E/B,32.7551496166,1,,-117.042577771,10700,Univ&Mass,,University Av & Massachusetts Av,,0,,10700
F-E/B,32.7120448667,0,,-117.03831817,10707,Lisbon&Jamacha,,Lisbon St & Jamacha Rd,,0,,10707
F-E/B,32.8009675275,1,,-117.039488489,10706,Jackson&Golfcrest,,Jackson Dr & Golfcrest Dr,,0,,10706
F-W/B,32.7426880351,1,,-117.038706144,10705,Brdwy&West,,Broadway & West St,,0,,10705
F-E/B,32.7120367977,0,,-117.03957951,10704,Lisbon&Tibbett,,Lisbon St & Tibbett St,,0,,10704
N-E/B,32.6927285378,1,,-117.170770231,60005,4th&Adella,,4th St & Adella Ln,,0,,60005
F-E/B,32.6933791453,1,,-117.172346974,60004,4th&B,,4th St & B Av,,0,,60004
F-E/B,32.7495205491,1,,-117.098397801,10616,Univ&Highland,,University Av & Highland Av,,0,,10616
M-TC-Bus,32.7546481654,1,,-117.199286273,94028,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_e,94028
M-TC-Bus,32.7546301438,1,,-117.199842286,94022,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_w,94022
M-TC-Bus,32.7544372873,1,,-117.199902008,94023,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_w,94023
M-TC-Bus,32.7544629733,1,,-117.199778683,94020,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_w,94020
M-TC-Bus,32.7549250569,1,,-117.20009267,94021,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_w,94021
M-TC-Bus,32.7548291527,1,,-117.199340266,94027,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_e,94027
M-TC-Bus,32.7545989861,1,,-117.199962299,94024,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_w,94024
M-TC-Bus,32.7542673685,1,,-117.199838375,94025,Old Town TC,oldttc,Old Town Transit Center,oldttc,0,ottc_w,94025
N-S/B,32.7474687852,0,,-117.171400825,11616,Goldfinch&Bush,,Goldfinch St & Bush St,,0,,11616
M-Street-S/B,32.7977721483,2,,-117.171774219,11617,Gnsee&Park Mesa,,Genesee Av & Park Mesa Wy,,0,,11617
N-S/B,32.7453521783,0,,-117.171433981,11615,Goldfinch&Pennsylvania,,Goldfinch St & Pennsylvania Av,,0,,11615
N-S/B,32.7202065263,2,,-117.173199967,11612,N Harbor&Ash,,N Harbor Dr & Ash St,,0,,11612
N-S/B,32.7511254946,0,,-117.172346525,11613,Hawk&Frt Stcktn,,Hawk St & Fort Stockton Dr,,0,,11613
F-E/B,32.7572419617,1,,-117.082940302,10639,El Cjn&52nd,,El Cajon Bl & 52nd St,,0,,10639
N-E/B,32.7117084853,0,,-117.084028276,10638,Roswell&51st,,Roswell St & 51st St,,0,,10638
F-E/B,32.7212735669,1,,-117.084388657,10637,Federal&Euclid,,Federal Bl & Euclid Av,,0,,10637
F-E/B,32.9590091921,1,,-117.11497013,12120,Rcho Pnsqts&Carmel Mtn,,Rancho Penasquitos Bl & Carmel Mountain Rd,,0,,12120
F-E/B,32.6974585975,1,,-117.08427703,10635,Olvera&Euclid,,Olvera Av & Euclid Av,,0,,10635
F-E/B,32.7703242714,2,,-117.08505498,10634,Mntzma&Collwood,,Montezuma Rd & Collwood Bl,,0,,10634
F-E/B,32.7491478221,1,,-117.086568317,10633,Univ&50th,,University Av & 50th St,,0,,10633
F-E/B,32.7928696109,1,,-117.087579144,10632,Zion&Estrella,,Zion Av & Estrella Av,,0,,10632
N-S/B,32.784852945,1,,-117.171193237,11618,L Vsta&Morley Way,,Linda Vista Rd & Morley Way,,0,,11618
N-S/B,32.7326023369,0,,-117.169889363,11619,Reynard&Arroyo,,Reynard Wy & Arroyo Dr,,0,stamap,11619
N-E/B,32.7845409286,1,,-117.204658341,10416,Milton&Denver,,Milton St & Denver St,,0,,10416
N-E/B,32.6927248978,2,,-117.13600412,10143,Main&27th,,Main St & 27th St,,0,,10143
N-E/B,32.912668897,1,,-117.13907043,10142,Mra Msa&Reagan (E),,Mira Mesa Bl & Reagan Rd (E),,0,,10142
F-E/B,32.8276052264,1,,-117.20851421,10413,Cmnt Mesa&Pocahontas,,Clairemont Mesa Bl & Pocahontas Av,,0,,10413
N-E/B,32.8518828641,1,,-117.209944378,10412,Governor&Mercer,,Governor Dr & Mercer St,,0,,10412
N-E/B,32.7063203836,1,,-117.13466487,10147,Imperial&Hensley,,Imperial Av & Hensley St,,0,,10147
F-S/B,32.7502845372,1,,-117.209104146,10410,Midway&East,,Midway Dr & East Dr,,0,,10410
F-S/B,32.8054755478,1,,-117.200859429,11946,Clairemont&Rappahannock,,Clairemont Dr & Rappahannock Av,,0,,11946
N-E/B,32.716830507,1,,-117.134305429,10148,C&28th,,C St & 28th St,,0,,10148
F-S/B,32.8112343015,1,,-117.201139691,11944,Clairemont&Balboa,,Clairemont Dr & Balboa Av,,0,clabal,11944
F-S/B,32.8133702055,1,,-117.201100923,11945,Clairemont&Chippewa,,Clairemont Dr & Chippewa Ct,,0,,11945
F-S/B,32.8090106273,1,,-117.201154726,11942,Clairemont&Ute,,Clairemont Dr & Ute Dr,,0,,11942
M-Street-S/B,32.7819036973,1,,-117.030893927,99122,Lake Murray&Baltimore (Vons),,Lake Murray Bl & Baltimore Dr (Vons),,0,,99122
F-E/B,32.7902612517,1,,-117.20279724,10419,Clairemont&Denver,,Clairemont Dr & Denver St,,0,,10419
F-W/B,32.8304439412,1,,-117.201829064,11941,Cmnt Mesa&Lakehurst,,Clairemont Mesa Bl & Lakehurst Av,,0,,11941
M-Street-N/B,32.7349782044,1,,-116.971400805,40988,Swtwter Sprgs&3115,,Sweetwater Springs Bl & 3115,,0,,40988
F-E/B,32.8034483927,2,,-117.22570831,10386,Garnet&Fogg,,Garnet Av & Fogg St,,0,,10386
F-E/B,32.8002629471,1,,-117.22881999,10384,Grand&Olney,,Grand Av & Olney St,,0,,10384
F-E/B,32.8021977948,1,,-117.229528186,10383,Garnet&Olney,,Garnet Av & Olney St,,0,,10383
N-E/B,32.7328053957,2,,-117.231280326,10382,Macaulay&Tustin,,Macaulay St & Tustin St,,0,,10382
F-E/B,32.7413332003,1,,-117.231046822,10381,Voltaire&Las Lomas,,Voltaire St & Las Lomas St,,0,,10381
M-Street-E/B,32.7596296425,1,,-117.17158006,12999,Hotel Cir S&MV Resort,,Hotel Circle S & Mission Valley Resort,,0,,12999
M-Street-W/B,32.7440795751,1,,-117.021628057,40981,Brdwy&st John'S Pza,,Broadway & st John'S Plaza,,0,,40981
M-Street-W/B,32.8444019448,1,,-117.004752919,40982,Carlton Oaks&Santee Lakes Park,,Carlton Oaks Dr & Santee Lakes Park,,0,,40982
M-TC-Bus,32.8151676936,1,,-117.005426687,40983,Grossmont Coll,,Grossmont College,,0,grcoll,40983
M-Street-W/B,32.8386787257,1,,-116.976014347,40987,Msn Grg&10152,,Mission Gorge Rd & 10152,,0,,40987
N-W/B,32.7497882574,1,,-117.11093541,60648,Univ&39th,,University Av & 39th St,,0,uni39t,60648
,32.780982888,0,,-117.111104982,75058,Mission SD,msdS_S,Mission San Diego Station,,0,msdS,75058
,32.7808139089,0,,-117.110979042,75059,Mission SD,msdS_S,Mission San Diego Station,,0,msdS,75059
N-W/B,32.7950641637,1,,-116.970204136,41286,W Main&Johnson,,W Main St & Johnson Av,,0,,41286
,32.7736329701,0,,-117.141967044,75052,Rio Vista,rioS_S,Rio Vista Station,,0,rioS,75052
,32.7736208907,0,,-117.141698845,75053,Rio Vista,rioS_S,Rio Vista Station,,0,rioS,75053
,32.7710830725,0,,-117.149856105,75050,Msn Vly Cntr,mivS_S,Mission Valley Center Station,,0,mivS,75050
,32.7710931319,0,,-117.150135013,75051,Msn Vly Cntr,mivS_S,Mission Valley Center Station,,0,mivS,75051
,32.7809290363,0,,-117.119491977,75056,Qualcomm Stadium,quaS,Qualcomm Stadium Station,,0,quaS,75056
,32.7810250657,0,,-117.119710918,75057,Qualcomm Stadium,quaS,Qualcomm Stadium Station,,0,quaS,75057
,32.7782700181,0,,-117.127237109,75054,Fenton Pkwy,fenS_S,Fenton Parkway Station,,0,fenS,75054
,32.7783700424,0,,-117.12700808,75055,Fenton Pkwy,fenS_S,Fenton Parkway Station,,0,fenS,75055
F-S/B,32.7312428631,1,,-117.043065146,12235,Mass&Mt Vernon,,Massachusetts Av & Mt Vernon St,,0,masmtv,12235
F-N/B,32.775429619,1,,-117.044887981,12234,Lake Murray&Parkway,,Lake Murray Bl & Parkway Dr,,0,,12234
F-S/B,32.7331257624,2,,-117.043036565,12236,Mass&Rosemary,,Massachusetts Av & Rosemary Ln,,0,,12236
N-E/B,32.9517080108,1,,-117.063713971,41235,Poway&Pomerado,,Poway Rd & Pomerado Rd,,0,powpom,41235
F-S/B,32.8694588312,1,,-117.199743288,99194,Judicial&Research,,Judicial Dr & Research Pl,,0,,99194
F-S/B,32.8034416551,1,,-117.045834048,12233,Jackson&Navajo,,Jackson Dr & Navajo Rd,,0,navjac,12233
F-S/B,32.7706491345,1,,-117.047151381,12232,70th&Saranac,,70th St & Saranac St,,0,elc69,12232
F-W/B,32.7554577364,1,,-117.139321722,99199,El Cjn&Texas,,El Cajon Bl & Texas St,,0,,99199
F-S/B,32.7021955883,1,,-117.030769737,12239,Mdwbrk&Skyline,,Meadowbrook Dr & Skyline Dr,,0,,12239
F-S/B,32.7052390813,0,,-117.031492367,12238,Mdwbrk&Blackpool,,Meadowbrook Dr & Blackpool Rd,,0,,12238
N-E/B,32.7948732314,1,,-116.974650939,40180,W Main&Marshall (Richfield),,W Main St & Marshall Av (Richfield Av),,0,,40180
F-N/B,32.8657332834,1,,-116.981852171,41168,Cuyamaca&Woodglen Vista,,Cuyamaca St & Woodglen Vista Dr,,0,,41168
F-E/B,32.8003079584,1,,-116.969313038,40183,Madison&Johnson,,Madison Av & Johnson Av,,0,madjoh,40183
F-E/B,32.8074841204,2,,-116.969332607,40184,Fletcher&Johnson,,Fletcher Pkwy & Johnson Av,,0,,40184
N-E/B,32.8383133087,1,,-116.970359415,40187,Msn Grg&Edgemoor,,Mission Gorge Rd & Edgemoor Dr,,0,,40187
F-E/B,32.7875901796,1,,-116.968467291,40188,Wshngtn&Emerald,,Washington Av & Emerald Av,,0,,40188
F-E/B,32.7875818011,1,,-116.96184892,40189,Wshngtn&Magnolia,,Washington Av & Magnolia Av,,0,,40189
N-E/B,32.847856265,2,,-116.865068338,41162,Old80&Flinn Crest,,Old Hwy 80 & Flinn Crest St,,0,flinsp,41162
F-N/B,32.8557755475,1,,-116.982778832,41165,Cuyamaca&Mast,,Cuyamaca St & Mast Bl,,0,cuymas,41165
F-N/B,32.8095886752,1,,-116.960448335,41164,Graves&Brdwy,,Graves Av & Broadway,,0,,41164
F-N/B,32.8624252512,2,,-116.982124267,41167,Cuyamaca&El Nopal,,Cuyamaca St & El Nopal,,0,,41167
F-N/B,32.8593658885,1,,-116.982639391,41166,Cuyamaca&Beck,,Cuyamaca St & Beck Dr,,0,,41166
F-S/B,32.7053032223,0,,-117.116892088,10563,36th&Imperial,,36th St & Imperial Av,,0,,10563
M-Street-E/B,32.7487361693,1,,-117.121811037,10560,Univ&33rd,,University Av & 33rd St,,0,,10560
F-E/B,32.7632703922,1,,-117.120237302,10564,Adams&34th,,Adams Av & 34th St,,0,,10564
F-E/B,32.7011760037,1,,-117.118307808,10568,Ocn Vw&35th,,Ocean View Bl & 35th St,,0,,10568
N-E/B,32.7911623586,1,,-117.163215303,10093,Gnsee&Richland,,Genesee Av & Richland St,,0,,10093
N-E/B,32.6587054707,1,,-117.058193789,99428,Swtwter&Calmoor,,Sweetwater Rd & Calmoor St,,0,,99428
N-W/B,32.8328180557,1,,-117.162957285,10091,Cmnt Mesa&Shawline (Kaiser),,Clairemont Mesa Bl & Shawline St (Kaiser),,0,clasha,10091
F-N/B,32.616309332,1,,-117.074488117,30412,4th&EMoss,,4th Av & East Moss St,,0,,30412
N-E/B,32.7156601901,0,,-117.160296985,10097,Brdwy&5th,,Broadway & 5th Av,,0,5thbro,10097
N-E/B,32.8789627302,1,,-117.162608787,10095,Miramar&Distribution,,Miramar Rd & Distribution Av,,0,,10095
N-E/B,32.7156138321,0,,-117.162107439,10094,Brdwy&3rd,,Broadway & 3rd Av,,0,3rdbro,10094
F-S/B,32.9658810996,1,,-117.062589911,99421,Pomerado&Vaughan,,Pomerado Rd & Vaughan Rd,,0,,99421
N-S/B,32.657295968,1,,-117.099804529,99420,Natl City&30th,,National City Bl & 30th St,,0,,99420
N-E/B,32.7156635098,0,,-117.159474458,10099,Brdwy&6th,,Broadway & 6th Av,,0,bro6th,10099
N-E/B,32.748208757,1,,-117.160581221,10098,Univ&5th,,University Av & 5th Av,,0,5thuni,10098
,32.7057699279,0,,-117.124753014,75072,32nd St/Commercial,32nS_S,32nd St/Commercial Station,32nS,0,32nS_N,75072
F-W/B,32.6588543271,1,,-117.058546056,99427,Swtwter&Fairlomas,,Sweetwater Rd & Fairlomas Rd,,0,,99427
F-W/B,32.72937583,1,,-116.962585144,40959,Jamacha&Lamplighter Vlge,,Jamacha Bl & Lamplighter Village,,0,,40959
F-W/B,32.8680110124,1,,-117.231658046,13058,Nobel&LJ Vlge Square,,Nobel Dr & La Jolla Village Square Drwy,,0,noblaj,13058
M-Special_Loc,32.763903041,1,,-117.229456957,13059,SeaWorld,,SeaWorld,,0,seawld,13059
,32.7772547062,,,-117.056314384,avlS_S,avlS_S,,Alvarado Station,avlS,1,,
F-S/B,32.6808935594,1,,-117.176623304,60257,Orange&Glorietta,,Orange Av & Glorietta Bl,,0,,60257
F-E/B,32.744455957,1,,-117.212146653,13180,Rosecrans&Lytton,,Rosecrans St & Lytton St,,0,,13180
M-Street-W/B,32.7795524799,1,,-117.031527046,13056,Baltimore&Wellesley,,Baltimore Dr & Wellesley St,,0,,13056
,32.7052899708,0,,-117.141153934,75075,25th/Commercial St,25tS_S,25th/Commercial St Station,25tS,0,25tS_N,75075
N-S/B,32.6730955025,1,,-117.096837127,11730,Highland&14th,,Highland Av & 14th St,,0,,11730
F-W/B,32.9565167225,1,,-117.034107801,40368,Poway&Gate,,Poway Rd & Gate Dr,,0,,40368
N-W/B,33.0187247371,1,,-117.033831197,40369,Espola&Orchard Bend,,Espola Rd & Orchard Bend Rd,,0,,40369
F-S/B,32.6214620663,1,,-117.027671526,30323,Medical Ctr&E Naples,,Medical Center Dr & E Naples St,,0,,30323
F-W/B,32.971235728,1,,-117.036563966,40366,Aubrey&Midland,,Aubrey St & Midland Rd,,0,,40366
,32.7415419645,0,,-117.184290039,75077,Washington St,wasS_S,Washington St Station,wasS,0,wasS_S,75077
